date,full_text,lower,cleaned,normalized,stopword,steemed,tokens,text_en,vader_compound,vader_label
2021-03-08,Masih aje pada nimbrung di $ANTM $INCO $TINS udah tau itu fenomenal dan masih ada potensi digorengin.. pantes aje pada kena kolestrol..,masih aje pada nimbrung di $antm $inco $tins udah tau itu fenomenal dan masih ada potensi digorengin.. pantes aje pada kena kolestrol..,masih aje pada ikut di antm inco tins udah tau itu fenomenal dan masih ada potensi digorengin pantes aje pada kena kolestrol,masih aje pada ikut di antm inco tins udah tau itu fenomenal dan masih ada potensi digorengin pantes aje pada kena kolestrol,aje ikut antm inco tins udah tau fenomenal masih potensi digorengin pantes aje kena kolestrol,aje ikut antm inco tins udah tau fenomenal masih potensi digorengin pantes aje kena kolestrol,"['aje', 'ikut', 'antm', 'inco', 'tins', 'udah', 'tau', 'fenomenal', 'masih', 'potensi', 'digorengin', 'pantes', 'aje', 'kena', 'kolestrol']","['aje', 'follow', 'antm', 'inco', 'tins', 'tau', 'tau', 'phenomenal', 'still', 'potential', 'fried', 'deserved', 'just', 'hit', 'cholesterol']",0.1779,2
2021-03-12,Sentimen positif dari dalam negri untuk $ANTM $TINS $INCO Di tengah kejatuhan #saham-saham emiten nikel sektor ini mendapatkan sentimen setelah Kementerian #BUMN menyatakan holding perusahaan #baterai di Indonesia akan terbentuk paling lambat Juli 2021. https://t.co/W3aNXCbvM8,sentimen positif dari dalam negri untuk $antm $tins $inco di tengah kejatuhan #saham-saham emiten nikel sektor ini mendapatkan sentimen setelah kementerian #bumn menyatakan holding perusahaan #baterai di indonesia akan terbentuk paling lambat juli 2021. https://t.co/w3anxcbvm8,sentimen positif dari dalam negri untuk antm tins inco di tengah kejatuhan sahamsaham emiten nikel sektor ini mendapatkan sentimen setelah kementerian bumn menyatakan holding perusahaan baterai di indonesia akan terbentuk paling lambat juli 2021,sentimen positif dari dalam negri untuk antm tins inco di tengah kejatuhan sahamsaham emiten nikel sektor ini mendapatkan sentimen setelah kementerian bumn menyatakan holding perusahaan baterai di indonesia akan terbentuk paling lambat juli 2021,sentimen positif dalam negri antm tins inco tengah kejatuhan sahamsaham emiten nikel sektor mendapatkan sentimen kementerian bumn menyatakan holding perusahaan baterai indonesia terbentuk paling lambat juli 2021,sentimen positif dalam negri antm tins inco tengah jatuh sahamsaham emiten nikel sektor dapat sentimen menteri bumn nyata holding usaha baterai indonesia bentuk paling lambat juli 2021,"['sentimen', 'positif', 'dalam', 'negri', 'antm', 'tins', 'inco', 'tengah', 'jatuh', 'sahamsaham', 'emiten', 'nikel', 'sektor', 'dapat', 'sentimen', 'menteri', 'bumn', 'nyata', 'holding', 'usaha', 'baterai', 'indonesia', 'bentuk', 'paling', 'lambat', 'juli', '2021']","['sentiments', 'positive', 'in' ',' Negri ',' antm ',' tins ',' inco ',' middle ',' fell ',' shares ',' identity ',' nickel ',' sector ',' can ',' sentiment ',' minister ',' bumn ',' real ',' 'Slow', 'July', '2021']",0.4404,2
2021-03-12,Hari ini cuan dari $TINS (timah di Babel) tapi langsung saya sumbangin ke organisasi penyelamat satwa liar. Paling engga ikut tanggung jawab lah.,hari ini cuan dari $tins (timah di babel) tapi langsung saya sumbangin ke organisasi penyelamat satwa liar. paling engga ikut tanggung jawab lah.,hari ini cuan dari tins timah di babel tapi langsung saya sumbangin ke organisasi penyelamat satwa liar paling engga ikut tanggung jawab lah,hari ini uang dari tins timah di babel tapi langsung saya sumbangin ke organisasi penyelamat satwa liar paling engga ikut tanggung jawab lah,hari uang tins timah babel langsung sumbangin organisasi penyelamat satwa liar paling engga ikut tanggung jawab lah,hari uang tins timah babel langsung sumbangin organisasi selamat satwa liar paling engga ikut tanggung jawab lah,"['hari', 'uang', 'tins', 'timah', 'babel', 'langsung', 'sumbangin', 'organisasi', 'selamat', 'satwa', 'liar', 'paling', 'engga', 'ikut', 'tanggung', 'jawab', 'lah']","['day', 'money', 'tins', 'tin', 'Babel', 'direct', 'contribute', 'organization', 'congratulations', 'wildlife', 'wild', 'most', 'not', 'join', 'responsibility', 'answer', 'lah']",0.4467,2
2021-03-16,$TINS iseng ah antri di harga ARB nya sikit sikit ️,$tins iseng ah antri di harga arb nya sikit sikit ️,tins iseng ah antri di harga arb nya sikit sikit,tins iseng ah antri di harga arb nya sikit sikit,tins iseng ah antri harga arb nya sikit sikit,tins iseng ah antri harga arb nya sikit sikit,"['tins', 'iseng', 'ah', 'antri', 'harga', 'arb', 'nya', 'sikit', 'sikit']","['tins', 'idly', 'ah', 'queuing', 'price', 'arb', 'it', 'little', 'little']",0.0,0
2021-03-16,$ANTM $TINS nyangkut di harga tinggi :( nyerok juga buat avg down doang,$antm $tins nyangkut di harga tinggi :( nyerok juga buat avg down doang,antm tins nyangkut di harga tinggi nyerok juga buat avg down doang,antm tins nyangkut di harga tinggi nyerok juga buat avg down doang,antm tins nyangkut harga tinggi nyerok buat avg down doang,antm tins nyangkut harga tinggi nyerok buat avg down doang,"['antm', 'tins', 'nyangkut', 'harga', 'tinggi', 'nyerok', 'buat', 'avg', 'down', 'doang']","['antm', 'tins', 'stuck', 'price', 'tall', 'nyerok', 'make', 'Avg', 'Down', 'doang']",-0.5719,1
2021-03-17,$TINS ku sayang tins ku terbang,$tins ku sayang tins ku terbang,tins ku sayang tins ku terbang,tins ku sayang tins ku naik,tins ku sayang tins ku naik,tins ku sayang tins ku naik,"['tins', 'ku', 'sayang', 'tins', 'ku', 'naik']","['tins', 'ku', 'dear', 'tins', 'ku', 'ride']",0.3818,2
2021-03-18,$TINS closing dengan gravestone doji. Better hindari dulu. https://t.co/h91asEc92R,$tins closing dengan gravestone doji. better hindari dulu. https://t.co/h91asec92r,tins closing dengan gravestone doji better hindari dulu,tins closing dengan gravestone doji better hindari dulu,tins closing gravestone doji better hindari dulu,tins closing gravestone doji better hindar dulu,"['tins', 'closing', 'gravestone', 'doji', 'better', 'hindar', 'dulu']","['tins', 'closing', 'gravestone', 'doji', 'better', 'hindar', 'first']",0.0772,2
2021-03-18,TP $TINS,tp $tins,tp tins,tapi tins,tins,tins,['tins'],['tins'],0.0,0
2021-03-19,@ChartistSaham Saya nemu sesuatu di $TINS. Ada ?divergensi dari tren harga tins stochastic momentum dan volume. https://t.co/5vaBPuEpJW,@chartistsaham saya nemu sesuatu di $tins. ada ?divergensi dari tren harga tins stochastic momentum dan volume. https://t.co/5vabpuepjw,chartistsaham saya nemu sesuatu di tins ada divergensi dari tren harga tins stochastic momentum dan volume,chartistsaham saya nemu sesuatu di tins ada divergensi dari tren harga tins indikator teknikal momentum dan volume,chartistsaham nemu di tins divergensi tren harga tins indikator teknikal momentum volume,chartistsaham nemu di tins divergensi tren harga tins indikator teknikal momentum volume,"['chartistsaham', 'nemu', 'di', 'tins', 'divergensi', 'tren', 'harga', 'tins', 'indikator', 'teknikal', 'momentum', 'volume']","['chartistsaham', 'found', 'in' ',' tins', 'divergent', 'trends',' prices', 'tins',' indicators', 'technical', 'technical', 'momentum', 'volume']",0.0,0
2021-03-20,@ChartistSaham Pak ini gambar chart Elliot Wave $TINS Target wave 5 ada di 2700-an. https://t.co/ZGbzwMGOPm,@chartistsaham pak ini gambar chart elliot wave $tins target wave 5 ada di 2700-an. https://t.co/zgbzwmgopm,chartistsaham pak ini gambar chart elliot wave tins target wave 5 ada di 2700an,chartistsaham pak ini gambar chart elliot wave tins target wave 5 ada di 2700an,chartistsaham pak gambar chart elliot wave tins target wave 5 di 2700an,chartistsaham pak gambar chart elliot wave tins target wave 5 di 2700an,"['chartistsaham', 'pak', 'gambar', 'chart', 'elliot', 'wave', 'tins', 'target', 'wave', '5', 'di', '2700an']","['chartistsaham', 'pak', 'gambar', 'chart', 'elliot', 'wave', 'tins', 'target', 'wave', '5', 'di', '2700an']",0.128,2
2021-03-20,@wijayaryputu Kalau $TINS &amp; $ANTM saya bias Pak Harga sekarang masih kemahalam. IMHO seperti ini gbrnya. Silakan cek di zoom out di tf weekly biar lebih masuk garis-garisnya. https://t.co/mNGpJyTIQc,@wijayaryputu kalau $tins &amp; $antm saya bias pak harga sekarang masih kemahalam. imho seperti ini gbrnya. silakan cek di zoom out di tf weekly biar lebih masuk garis-garisnya. https://t.co/mngpjytiqc,wijayaryputu kalau tins amp antm saya bias pak harga sekarang masih kemahalam imho seperti ini gbrnya silakan cek di zoom out di tf weekly biar lebih masuk garisgarisnya,wijayaryputu kalau tins amp antm saya bias pak harga sekarang masih kemahalam imho seperti ini gbrnya silakan cek di zoom out di tf weekly biar lebih masuk garisgarisnya,wijayaryputu kalau tins amp antm bias pak harga sekarang kemahalam imho ini gbrnya silakan cek zoom out tf weekly biar lebih masuk garisgarisnya,wijayaryputu kalau tins amp antm bias pak harga sekarang kemahalam imho ini gbrnya sila cek zoom out tf weekly biar lebih masuk garisgarisnya,"['wijayaryputu', 'kalau', 'tins', 'amp', 'antm', 'bias', 'pak', 'harga', 'sekarang', 'kemahalam', 'imho', 'ini', 'gbrnya', 'sila', 'cek', 'zoom', 'out', 'tf', 'weekly', 'biar', 'lebih', 'masuk', 'garisgarisnya']","['wijayaryputu', 'if', 'tins',' amp ',' antm ',' bias', 'sir', 'price', 'now', 'kemahalam', 'imho', 'this',' gbrnya ',' sila ',' check ',' zoom ',' out ',' tf ','",-0.2263,1
2021-03-22,Semoga $tins $bnii meroket hari ini #ihsg #saham #stocks,semoga $tins $bnii meroket hari ini #ihsg #saham #stocks,semoga tins bnii meroket hari ini ihsg saham stocks,semoga tins bnii meroket hari ini ihsg saham stocks,semoga tins bnii meroket hari ihsg saham stocks,moga tins bnii roket hari ihsg saham stocks,"['moga', 'tins', 'bnii', 'roket', 'hari', 'ihsg', 'saham', 'stocks']","['Moga', 'Tins', 'Bnii', 'Rocket', 'Day', 'CSPI', 'Stock', 'Stocks']",0.4215,2
2021-03-22,hari ini mau pasang antara $TINS dan $ANTM,hari ini mau pasang antara $tins dan $antm,hari ini mau pasang antara tins dan antm,hari ini mau pasang antara tins dan antm,hari mau pasang tins antm,hari mau pasang tins antm,"['hari', 'mau', 'pasang', 'tins', 'antm']","['Day', 'Want', 'Install', 'Tins', 'Antm']",0.0772,2
2021-03-24,Ekspresi ngeliat portofolio hari ini $ANTM $TINS https://t.co/uzj5kEwK8H,ekspresi ngeliat portofolio hari ini $antm $tins https://t.co/uzj5kewk8h,ekspresi ngeliat portofolio hari ini antm tins,ekspresi ngeliat portofolio hari ini antm tins,ekspresi ngeliat portofolio hari antm tins,ekspresi ngeliat portofolio hari antm tins,"['ekspresi', 'ngeliat', 'portofolio', 'hari', 'antm', 'tins']","['expression', 'see', 'portfolio', 'day', 'antm', 'tins']",0.0,0
2021-03-24,Sudah terjadi duluan di $INCO (emiten C). Jadi $ANTM (emiten A) &amp; $TINS (emiten B) mau ngikutin Vale Indonesia tidak nih https://t.co/ikAuwD3tL0,sudah terjadi duluan di $inco (emiten c). jadi $antm (emiten a) &amp; $tins (emiten b) mau ngikutin vale indonesia tidak nih https://t.co/ikauwd3tl0,sudah terjadi duluan di inco emiten c jadi antm emiten a amp tins emiten b mau ngikutin vale indonesia tidak nih,sudah terjadi duluan di inco emiten c jadi antm emiten a amp tins emiten b mau ngikutin vale indonesia tidak nih,terjadi duluan inco emiten c jadi antm emiten a amp tins emiten b mau ngikutin vale indonesia nih,jadi duluan inco emiten c jadi antm emiten a amp tins emiten b mau ngikutin vale indonesia nih,"['jadi', 'duluan', 'inco', 'emiten', 'c', 'jadi', 'antm', 'emiten', 'a', 'amp', 'tins', 'emiten', 'b', 'mau', 'ngikutin', 'vale', 'indonesia', 'nih']","['So', 'first', 'Inco', 'Issuers',' C ',' So ',' Antm ',' Issuers', 'A', 'Amp', 'Tins',' Tins', Issuers', 'B', 'Want', 'Follow', 'Vale', 'Indonesia', 'Nih']",0.0772,2
2021-03-26,Pelipur lara setelah dibantai satu bulan khususnya trio metal $ANTM $TINS $INCO $IHSG https://t.co/PR8Me3BF3R,pelipur lara setelah dibantai satu bulan khususnya trio metal $antm $tins $inco $ihsg https://t.co/pr8me3bf3r,pelipur lara setelah dibantai satu bulan khususnya trio metal antm tins inco ihsg,pelipur lara setelah dibantai satu bulan khususnya trio metal antm tins inco ihsg,pelipur lara dibantai satu bulan khususnya trio metal antm tins inco ihsg,lipur lara bantai satu bulan khusus trio metal antm tins inco ihsg,"['lipur', 'lara', 'bantai', 'satu', 'bulan', 'khusus', 'trio', 'metal', 'antm', 'tins', 'inco', 'ihsg']","['lipur', 'lara', 'slaughter', 'one', 'moon', 'specifically', 'trio', 'metal', 'antm', 'tins', 'Inco', 'IHSG']",0.0,0
2021-03-31,BPJS tarik dananya 1 triliun dari bursa efek. Nasib $ANTM $TINS $BBRI gimana? Yaa bagus dong artinya porsi pemerintah di bursa makin berkurang biar kalo ada gagal bayar dll bursa IDX gak diobok ,bpjs tarik dananya 1 triliun dari bursa efek. nasib $antm $tins $bbri gimana? yaa bagus dong artinya porsi pemerintah di bursa makin berkurang biar kalo ada gagal bayar dll bursa idx gak diobok ,bpjs tarik dananya 1 triliun dari bursa efek nasib antm tins bbri gimana yaa bagus dong artinya porsi pemerintah di bursa makin berkurang biar kalo ada gagal bayar dll bursa idx gak diobok,bpjs tarik dananya 1 triliun dari bursa efek nasib antm tins bbri gimana yaa bagus dong artinya porsi pemerintah di bursa makin berkurang biar kalo ada gagal bayar dll bursa idx tidak diobok,bpjs tarik dananya 1 triliun bursa efek nasib antm tins bbri gimana yaa bagus dong artinya porsi pemerintah bursa makin berkurang biar kalo gagal bayar bursa idx diobok,bpjs tarik dana 1 triliun bursa efek nasib antm tins bbri gimana yaa bagus dong arti porsi perintah bursa makin kurang biar kalo gagal bayar bursa idx diobok,"['bpjs', 'tarik', 'dana', '1', 'triliun', 'bursa', 'efek', 'nasib', 'antm', 'tins', 'bbri', 'gimana', 'yaa', 'bagus', 'dong', 'arti', 'porsi', 'perintah', 'bursa', 'makin', 'kurang', 'biar', 'kalo', 'gagal', 'bayar', 'bursa', 'idx', 'diobok']","['BPJS', 'Pull', 'Dana', '1', 'Trillion', 'Exchange', 'Effect', 'Fate', 'Antm', 'Tins', 'Bbri', 'What', 'Yaa', 'Good', 'Dong', 'Meaning', 'Portion', 'Order', 'Bursa', 'Bakan' 'IDX', 'MEAPED']",0.3612,2
2021-04-04,Soal rencana kurangi saham emiten yang paling mungkin dijual adalah: 1. Yang sudah untung (tdk bisa cut loss). 2. Saham non LQ45 mungkin dijual duluan. Yang mungkin sudah sedang &amp; akan dijual adalah emiten di bawah ini. $SIMP $KRAS $TINS paling mungkin dilepas duluan https://t.co/KGbI5fnZ03,soal rencana kurangi saham emiten yang paling mungkin dijual adalah: 1. yang sudah untung (tdk bisa cut loss). 2. saham non lq45 mungkin dijual duluan. yang mungkin sudah sedang &amp; akan dijual adalah emiten di bawah ini. $simp $kras $tins paling mungkin dilepas duluan https://t.co/kgbi5fnz03,soal rencana kurangi saham emiten yang paling mungkin dijual adalah 1 yang sudah untung tdk bisa cut loss 2 saham non lq45 mungkin dijual duluan yang mungkin sudah sedang amp akan dijual adalah emiten di bawah ini simp kras tins paling mungkin dilepas duluan,soal rencana kurangi saham emiten yang paling mungkin dijual adalah 1 yang sudah untung tidak bisa cut loss 2 saham non lq45 mungkin dijual duluan yang mungkin sudah sedang amp akan dijual adalah emiten di bawah ini simp kras tins paling mungkin dilepas duluan,soal rencana kurangi saham emiten paling mungkin dijual 1 untung bisa cut loss 2 saham non lq45 mungkin dijual duluan mungkin sudah sedang amp dijual emiten bawah simp kras tins paling mungkin dilepas duluan,soal rencana kurang saham emiten paling mungkin jual 1 untung bisa cut loss 2 saham non lq45 mungkin jual duluan mungkin sudah sedang amp jual emiten bawah simp kras tins paling mungkin lepas duluan,"['soal', 'rencana', 'kurang', 'saham', 'emiten', 'paling', 'mungkin', 'jual', '1', 'untung', 'bisa', 'cut', 'loss', '2', 'saham', 'non', 'lq45', 'mungkin', 'jual', 'duluan', 'mungkin', 'sudah', 'sedang', 'amp', 'jual', 'emiten', 'bawah', 'simp', 'kras', 'tins', 'paling', 'mungkin', 'lepas', 'duluan']","['about', 'plan', 'less', 'stock', 'issuer', 'most', 'maybe', 'selling', '1', 'profit', 'can', 'cut', 'loss', '2', 'stock', 'non', 'lq45', 'probably', 'selling', 'first' below ',' Simp ',' Kras', 'Tins',' Most ',' maybe ',' released ',' first ']",-0.0074,0
2021-04-06,salah masuk nih harusnya ke $TINS biar lebih gede,salah masuk nih harusnya ke $tins biar lebih gede,salah masuk nih harusnya ke tins biar lebih gede,salah masuk nih harusnya ke tins biar lebih besar,salah masuk nih harusnya tins biar lebih besar,salah masuk nih harus tins biar lebih besar,"['salah', 'masuk', 'nih', 'harus', 'tins', 'biar', 'lebih', 'besar']","['wrong', 'enter', 'here', 'must', 'tins', 'let', 'more', 'big']",-0.2975,1
2021-04-07,$WSKT $PTPP $ANTM $TINS jangan terlena dulu dengan kenaikan sesaat kemarin bulgozo...itu semata hanyalah kucing mati mantul...,$wskt $ptpp $antm $tins jangan terlena dulu dengan kenaikan sesaat kemarin bulgozo...itu semata hanyalah kucing mati mantul...,wskt ptpp antm tins jangan terlena dulu dengan kenaikan sesaat kemarin bulgozoitu semata hanyalah kucing mati mantul,wskt ptpp antm tins jangan terlena dulu dengan kenaikan sesaat kemarin bulgozoitu semata hanyalah kucing mati memantul naik,wskt ptpp antm tins jangan terlena dulu kenaikan sesaat kemarin bulgozoitu semata hanyalah kucing mati memantul naik,wskt ptpp antm tins jangan lena dulu naik saat kemarin bulgozoitu semata hanya kucing mati pantul naik,"['wskt', 'ptpp', 'antm', 'tins', 'jangan', 'lena', 'dulu', 'naik', 'saat', 'kemarin', 'bulgozoitu', 'semata', 'hanya', 'kucing', 'mati', 'pantul', 'naik']","['WSKT', 'PTPP', 'ANTM', 'Tins', 'Don't', 'Lena', 'First', 'Ride', 'When', 'Yesterday', 'Bulgozoitu', 'Just', 'Only', 'Cat', 'Death', 'Debut', 'Between', 'Rise']",-0.3182,1
2021-04-09,$TINS Siap2... untuk buy on breakout... https://t.co/omvO9nQq50,$tins siap2... untuk buy on breakout... https://t.co/omvo9nqq50,tins siap2 untuk buy on breakout,tins siap2 untuk buy on naik kuat,tins siap2 buy on naik kuat,tins siap2 buy on naik kuat,"['tins', 'siap2', 'buy', 'on', 'naik', 'kuat']","['tins', 'ready', 'buy', 'on', 'ride', 'strong']",0.7184,2
2021-04-10,$TINS kurang begitu tertarik dengan emiten ini tapi lumayan buat swing trading,$tins kurang begitu tertarik dengan emiten ini tapi lumayan buat swing trading,tins kurang begitu tertarik dengan emiten ini tapi lumayan buat swing trading,tins kurang begitu tertarik dengan emiten ini tapi lumayan buat strategi jangka pendek trading,tins kurang tertarik emiten tapi lumayan buat strategi jangka pendek trading,tins kurang tarik emiten tapi lumayan buat strategi jangka pendek trading,"['tins', 'kurang', 'tarik', 'emiten', 'tapi', 'lumayan', 'buat', 'strategi', 'jangka', 'pendek', 'trading']","['tins', 'less', 'pull', 'issuers', 'but', 'not bad', 'make', 'strategy', 'term', 'short', 'trading']",0.395,2
2021-04-15,Menarik $tins. Open info saya baru cicil beli kemarin opini bisa bias (ke bullish bullish an. ) https://t.co/Nkj9BwHxWJ,menarik $tins. open info saya baru cicil beli kemarin opini bisa bias (ke bullish bullish an. ) https://t.co/nkj9bwhxwj,menarik tins open info saya baru cicil beli kemarin opini bisa bias ke bullish bullish an,menarik tins open info saya baru cicil beli kemarin opini bisa bias ke bullish bullish an,menarik tins open info baru cicil beli kemarin opini bias bullish bullish an,tarik tins open info baru cicil beli kemarin opini bias bullish bullish an,"['tarik', 'tins', 'open', 'info', 'baru', 'cicil', 'beli', 'kemarin', 'opini', 'bias', 'bullish', 'bullish', 'an']","['pull', 'tins', 'open', 'info', 'new', 'installment', 'buy', 'yesterday', 'opinion', 'bias', 'bullish', 'bullish', 'an']",0.7506,2
2021-04-16,$TINS lowest nya di 1515. Kok orang2 pada mau jual di 1520 ya....heran...banyak yangsedekah ya,$tins lowest nya di 1515. kok orang2 pada mau jual di 1520 ya....heran...banyak yangsedekah ya,tins lowest nya di 1515 kok orang2 pada mau jual di 1520 yaheranbanyak yangsedekah ya,tins lowest nya di 1515 kok orang2 pada mau jual di 1520 yaheranbanyak yang sedekah ya,tins lowest nya 1515 kok orang2 mau jual 1520 yaheranbanyak sedekah,tins lowest nya 1515 kok orang2 mau jual 1520 yaheranbanyak sedekah,"['tins', 'lowest', 'nya', '1515', 'kok', 'orang2', 'mau', 'jual', '1520', 'ya','heran','banyak', 'sedekah']","['Tins', 'Lowest', 'His', '1515', 'Kok', 'People', 'Want', 'Selling', '1520', 'Yes', 'Wonder', 'Many', 'Alms']",0.1027,2
2021-04-21,Cicil $TINS di 1550-1555 Kalau turun Avg Down di area 1480-1500 CL &lt;1450 https://t.co/9LvT8SIiFR,cicil $tins di 1550-1555 kalau turun avg down di area 1480-1500 cl &lt;1450 https://t.co/9lvt8siifr,cicil tins di 15501555 kalau turun avg down di area 14801500 cl lt1450,cicil tins di 15501555 kalau turun avg down di area 14801500 cl lt1450,cicil tins 15501555 kalau turun avg down area 14801500 cl lt1450,cicil tins 15501555 kalau turun avg down area 14801500 cl lt1450,"['cicil', 'tins', '15501555', 'kalau', 'turun', 'avg', 'down', 'area', '14801500', 'cl', 'lt1450']","['Cicil', 'Tins', '15501555', 'If', 'Down', 'Avg', 'Down', 'Area', '14801500', 'Cl', 'LT1450']",-0.6124,1
2021-04-21,$TINS Masih sabar munggu PT Timah https://t.co/rpE4umo8JE,$tins masih sabar munggu pt timah https://t.co/rpe4umo8je,tins masih sabar munggu pt timah,tins masih sabar munggu pt timah,tins sabar munggu pt timah,tins sabar munggu pt timah,"['tins', 'sabar', 'munggu', 'pt', 'timah']","['Tins', 'Patience', 'Munggu', 'PT', 'Tin']",0.1027,2
2021-04-21,Kalau alertnya @tradingforlyf itu kaya begini. Antrinya 1 tick dibawah ini hasilnya? Mari kita simpen buat santai $TINS ini. https://t.co/TibqChJm7H,kalau alertnya @tradingforlyf itu kaya begini. antrinya 1 tick dibawah ini hasilnya? mari kita simpen buat santai $tins ini. https://t.co/tibqchjm7h,kalau alertnya tradingforlyf itu kaya begini antrinya 1 tick dibawah ini hasilnya mari kita simpen buat santai tins ini,kalau alertnya tradingforlyf itu kaya begini antrinya 1 tick dibawah ini hasilnya mari kita simpen buat santai tins ini,kalau alertnya tradingforlyf kaya begini antrinya 1 tick dibawah hasilnya kita simpen buat santai tins,kalau alertnya tradingforlyf kaya begini antri 1 tick bawah hasil kita simpen buat santai tins,"['kalau', 'alertnya', 'tradingforlyf', 'kaya', 'begini', 'antri', '1', 'tick', 'bawah', 'hasil', 'kita', 'simpen', 'buat', 'santai', 'tins']","['If', 'Alert', 'TradingForlyf', 'rich', 'like', 'queuing', '1', 'tick', 'below', 'results', 'we', 'simple', 'make', 'relax', 'tins']",0.8807,2
2021-04-22,Saham $TINS 1585,saham $tins 1585,saham tins 1585,saham tins 1585,saham tins 1585,saham tins 1585,"['saham', 'tins', '1585']","['stock', 'tins', '1585']",0.0,0
2021-04-22,$tins asik sih,$tins asik sih,tins asik sih,tins asik sih,tins asik sih,tins asik sih,"['tins', 'asik', 'sih']","['tins', 'cool', 'anyway']",0.34,2
2021-04-23,$TINS hari ini kepentok di resistance supply area tapi ada CC yangborong barang. Ayo ditembusin ndar https://t.co/KLiTCmqnx6,$tins hari ini kepentok di resistance supply area tapi ada cc yangborong barang. ayo ditembusin ndar https://t.co/klitcmqnx6,tins hari ini kepentok di resistance supply area tapi ada cc yangborong barang ayo ditembusin ndar,tins hari ini kepentok di resistance supply area tapi ada cc yang borong barang ayo ditembusin ndar,tins hari kepentok resistance supply area ada cc borong barang ayo ditembusin ndar,tins hari kepentok resistance supply area ada cc borong barang ayo ditembusin ndar,"['tins', 'hari', 'kepentok', 'resistance', 'supply', 'area', 'ada', 'cc', 'borong', 'barang', 'ayo', 'ditembusin', 'ndar']","['tins', 'day', 'kepentok', 'resistance', 'supply', 'area', 'there', 'cc', 'borne', 'goods', 'come on', 'penetrated', 'ndar']",0.0,0
2021-04-29,Note saham jumat $AGRO cuaca cerah mestinya naik! $BANK pantau dulu $BBYB mestinya tidak lama lagi $TINS chart ok tapi nikel merah $RAJA oil bagus $MLPL chart masih ok tapi ngeri.. $DGNS pantau dulu,note saham jumat $agro cuaca cerah mestinya naik! $bank pantau dulu $bbyb mestinya tidak lama lagi $tins chart ok tapi nikel merah $raja oil bagus $mlpl chart masih ok tapi ngeri.. $dgns pantau dulu,note saham jumat agro cuaca cerah mestinya naik bank pantau dulu bbyb mestinya tidak lama lagi tins chart ok tapi nikel merah raja oil bagus mlpl chart masih ok tapi ngeri dgns pantau dulu,note saham jumat agro cuaca cerah mestinya naik bank pantau dulu bbyb mestinya tidak lama lagi tins chart ok tapi nikel merah raja oil bagus mlpl chart masih ok tapi ngeri dgns pantau dulu,note saham jumat agro cuaca cerah mestinya naik bank pantau dulu bbyb mestinya lama tins chart nikel merah raja oil bagus mlpl chart ok tapi ngeri dgns pantau dulu,note saham jumat agro cuaca cerah mesti naik bank pantau dulu bbyb mesti lama tins chart nikel merah raja oil bagus mlpl chart ok tapi ngeri dgns pantau dulu,"['note', 'saham', 'jumat', 'agro', 'cuaca', 'cerah', 'mesti', 'naik', 'bank', 'pantau', 'dulu', 'bbyb', 'mesti', 'lama', 'tins', 'chart', 'nikel', 'merah', 'raja', 'oil', 'bagus', 'mlpl', 'chart', 'ok', 'tapi', 'ngeri', 'dgns', 'pantau', 'dulu']","['note', 'stock', 'Friday', 'agro', 'weather', 'sunny', 'must', 'ride', 'bank', 'monitor', 'first', 'bbyb', 'must', 'old', 'tins', 'chart', 'nickel', 'red', 'king', 'oil', 'good', 'mlpl', 'chart', 'chart', 'chart', 'chart', 'chart', 'chart', 'chart', 'chart', 'chart' 'horrified', 'with', 'monitor', 'first']",0.0,0
2021-05-04,@TradingDiary2 ALL TIME HIGH laaa 3500 cocok buat $TINS . Ngehalu dikit ,@tradingdiary2 all time high laaa 3500 cocok buat $tins . ngehalu dikit ,tradingdiary2 all time high laaa 3500 cocok buat tins ngehalu dikit,tradingdiary2 all time high laaa 3500 cocok buat tins ngehalu dikit,tradingdiary2 all time high laaa 3500 cocok buat tins ngehalu dikit,tradingdiary2 all time high laaa 3500 cocok buat tins ngehalu dikit,"['tradingdiary2', 'all', 'time', 'high', 'laaa', '3500', 'cocok', 'buat', 'tins', 'ngehalu', 'dikit']","['tradingdiary2', 'all', 'time', 'high', 'laaa', '3500', 'suitable', 'make', 'tins', 'so much', 'little']",0.296,2
2021-05-04,$ANTM $INCO $TINS Weekly chart menunjukkan pergerakan yangpositif terutama ANTM nya nih tp tetep yaa stop loss itu penting https://t.co/LeEGX6A8Id,$antm $inco $tins weekly chart menunjukkan pergerakan yangpositif terutama antm nya nih tp tetep yaa stop loss itu penting https://t.co/leegx6a8id,antm inco tins weekly chart menunjukkan pergerakan yangpositif terutama antm nya nih tp tetep yaa stop loss itu penting,antm inco tins weekly chart menunjukkan pergerakan yang positif terutama antm nya nih tapi tetep yaa stop loss itu penting,antm inco tins weekly chart menunjukkan pergerakan positif terutama antm nya nih tetep yaa stop loss penting,antm inco tins weekly chart tunjuk gera positif utama antm nya nih tetep yaa stop loss penting,"['antm', 'inco', 'tins', 'weekly', 'chart', 'tunjuk', 'gera', 'positif', 'utama', 'antm', 'nya', 'nih', 'tetep', 'yaa', 'stop', 'loss', 'penting']","['antm', 'inco', 'tins', 'weekly', 'chart', 'pointing', 'gera', 'positive', 'main', 'main', 'antm', 'here', 'here', 'still', 'yaa', 'stop', 'loss', 'important']",-0.0772,1
